,Tweet
931,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/lVUONWk2YF
932,Current BJP MP and former Union Minister Chaudhary Bijender Singh is the latest farmer done with Modi Jumlas. He is… https://t.co/jPBMe2SnSR
933,"Save farmers Save food save future 
#FarmersDoneWithModiJumlas https://t.co/I3D0LB2VSt"
934,To understand challenges of Farming...Farmers should offer 1 Week Free Internship for City Folk...mandatory for Man… https://t.co/vBi13lpJ1g
935,@CMOfficeUP @myogiadityanath Never compare anyone by quantities and numbers. Why are not comparing with their educa… https://t.co/RG5yKocKet
936,@YogendraNathAw3 @PMOIndia @narendramodi Wow ! Trust in politics.if@PMOIndia  @narendramodi really wanted what’s be… https://t.co/pVLuIEneE8
937,"@KanganaTeam 55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer doe… https://t.co/yxGIULcwYZ"
938,@pbhushan1 @pbhushan1 aren’t small farmers at the mercy of middle man? Don’t deny this fact
939,@INCTharoorian @ShashiTharoor This reforms were in congress election manifesto and was repeatedly pushed on various… https://t.co/qWXAURT6LC
940,"@INCIndia 55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer does n… https://t.co/4HiiIclxEC"
941,"@Whatsin66778561 @dhruv_rathee @iampoonia 1. During the debate on the two Bills in Lok Sabha, the government ignore… https://t.co/xHBV3LzlEV"
942,@ddpthorat @waglenikhil Wait till farmers of India teach this govt. a good lesson.
943,@narendramodi shame on u arrogant shameless PM Modi n Bjp-rss! If farm laws r in favour of farmers than why farmers… https://t.co/wIOzUtEZ3y
944,"To all the #OleIn retards who keep comparing him to Klopp:

Klopp reached the Champions League final in his 2nd ful… https://t.co/fewtQvmYwQ"
945,"Modi is the only PM who faced more protests than press conference,
Yet many people will say ""ABKI BAR MODI SARKAR""… https://t.co/DBWrWARel1"
946,"Save farmers Save food save future 
#FarmersDoneWithModiJumlas https://t.co/vRXwfQwVdv"
947,@iamparmjit @Facebook Farmers are on road because of Modi #FarmersDoneWithModiJumlas
948,@Sandeepnewsman Farmers
949,"Protecting farmers interests
#ModiWithFarmers https://t.co/Qzlxwbzgkk"
950,@aitcsudip @BJP4India @AmitShah Bengal should not forget that it is the same @AmitShah who has continued to betray… https://t.co/EDHmJcQAKG
951,"SYL Issue heated up amidst Farmers Agitation
https://t.co/w2xN2dxUZL
#SYL #FarmersAgitation https://t.co/5w6DZnFwR6"
952,"TN This Week: Farmers Call for Massive Rally, Opposition Holds Hunger Strike in Solidarity @Neelambaran123
https://t.co/Or2tPIDw2F"
953,"Save farmers 
#BoycottJioSIM #ModiSellingFarmers
#SadaHakEtheRakh #TakeBackFarmersLaws #SupportFarmars… https://t.co/3lkPCgdLeO"
954,"55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer does not grow fr… https://t.co/XAYQceqXJ5"
955,@Multanii12 @ArunVis53451302 @AdaniOnline Coz it's is in interest of farmers to. Open markets..india is not just Pu… https://t.co/FyLrIQn5sa
956,"Farmers : ""We have many problems regarding this bill.""

Modiji: https://t.co/4oZsdyeLM6"
957,Support for Farmers
958,"There is no machine in the world which can produce food grains, ,,,
Only Farmers produce it on fields,,,
Yet they s… https://t.co/Tzu98lLVjj"
959,#BoycottAajTak #FarmersDoneWithModiJumlas Justice for farmers. Justice for India.
960,@narendramodi shame on u arrogant shameless PM Modi n Bjp-rss!If farm laws r in favour of farmers than why farmers… https://t.co/BE1kIknJhc
961,"MSP to continue, lies being spread about new Farm Laws 2020: PM in message to Farmers
#Law #Latest #LatestLaws… https://t.co/Ptl9fBSAB1"
962,@aldoushuxley000 @patrick41116180 @Cynicicide @dave77737115 @spikedonline No it doesn’t. They wouldn’t have even kn… https://t.co/GABNeh0DQu
963,This year MP bought more wheat from their farmers at MSP than https://t.co/nekOB4ahfe farmers very happy with agric… https://t.co/E1MPXsG0zV
964,* Appeal Appeal 🙏🙏 * Kisan Mazdoor Ekta Jinda Baad.  I request my dear farmer brothers. Our farmer leaders have cre… https://t.co/GKCrOsXGGl
965,@goal Farmers league
966,"Farmers are fighting for
MSP : Minimum Support Price
APMC : Agriculture Produce Marketing Committee

Modi is fighti… https://t.co/ockr6xaETk"
967,@narendramodi Modi ji firstly if all farmers r not satisfied with yours bill then why u not able to cancel it
968,@ItsYourDev @AmitShah Bengal should not forget that it is the same @AmitShah who has continued to betray the farmer… https://t.co/6DDsW0mq8j
969,"@IndianFarmers_ 55% 75000 cr ,MSP procurement is fm punjab ? Y, 6% of nations farmers ,Y tax money for lazy farmer… https://t.co/x7LTjQmtPW"
970,"@RoshanBahuguna3 @KanganaTeam What will you call him? You PsuedoIndian🤣🤣

https://t.co/f27iiIeBCw"
971,"Punjab is boycotting Jio. When will Bengal start? @Libertarian196  To save the farmers.

The real deal - if the bal… https://t.co/CdRrIAp2c5"
972,"“Why this cruelty? Why this insensitivity Mr Prime Minister?” Congress's Randeep Surjewala asked, adding: “Why not… https://t.co/K5bOZf3HRL"
973,Farmers' rice collection and harvesting activities | សកម្មភាពប្រមូលស្រូវ... https://t.co/OmUKfzTVwb via @YouTube
974,"@pariharjagdeep9 @KanganaTeam Arhtiyas (commission agents) of Punjab admits supporting Farmers Protest.
Arhtiyas ar… https://t.co/iK0vy8tdBZ"
975,@Sunil_Salun_ @Abhijeetdabangg Maybe your mind is small but my india is big and it has several states and I understand the pain of farmers
976,Farm unions objected to PM Narendra Modi and agri minister Narendra Singh Tomar’s comments linking the ongoing prot… https://t.co/k7CqrUTUn0
977,"@vc_nau
Kishan Goshthi on Farmers' act 2020 on 19/12/2020
Place:Gatadi (Songadh block)
Parti.:25 Social workers (Am… https://t.co/EpIwTUC8ry"
978,Stand with farmers #agriculture #FarmersProtests2020 #STAND_WITH_FARMER https://t.co/YbyLrKBaY2
979,@narendramodi shame on u arrogant shameless PM Modi n Bjp-rss!If farm laws r in favour of farmers than why farmers… https://t.co/qUp3XDoyRM
980,@TheShilpaShetty Why don't you speak and put forth your views about farmers bill. Or are you just a modi toy
981,@shrinivas_pande @Bhattacharyya31 @noneghjgj @TruthWins476 @KanganaTeam I agree all we want is that the farmers get… https://t.co/2BqoZjeU0l
982,"Kisan from Punjab &amp; Haryana - Vadra Congress farmers But West UP farmers - Who are ? 
खाँमे खाँ - Lost of time on t… https://t.co/v5ZkmQIJsN"
983,"Dharmendra is shocked to see the sufferings of Sikh Farmers.
Now all praise Jinnah for his stance for free homeland… https://t.co/9iLMDe1eHh"
984,@mkatju Looks like you also are employed to promote the glorify these kulaks protest. Kulak is the term used by com… https://t.co/BIgEj08yQV
985,@BhardwajSukant @AjayMahawarBJP @RubikaLiyaquat @ABPNews @SanjayAzadSln Tell me one country where farmers commit su… https://t.co/VB3U1NeKY7
986,@BissenAnil @PMOIndia @narendramodi But i know you’ll support ur own perspective so better go and observe everythin… https://t.co/uy3MVvAde7
987,"In Medinipur rally, Tadipaar talked about how Bengal's farmers are suffering under Didi's rule.

He also talked abo… https://t.co/saNurYqGEe"
988,@ArvindKejriwal @msisodia Farmers are on road because of Modi #FarmersDoneWithModiJumlas
989,"Y does the Congress, that has time &amp; again said that farmers should be given options outside the mandis, want them… https://t.co/9QzrjRRur3"
990,@narendramodi shame on u arrogant shameless PM Modi n Bjp-rss! If farm laws r in favour of farmers than why farmers… https://t.co/mH4K2B8fiv
991,@sardesairajdeep @MamataOfficial Adhikari was unknown beyond Bengal till a few weeks ago..Ever since his joining BJ… https://t.co/JDgWHwTlvl
992,"They are farmers they work hard for us.. So that we get food to eat!! Stop fighting with them @narendramodi

#FarmersDoneWithModiJumlas"
993,@narendramodi shame on u arrogant shameless PM Modi n Bjp-rss! If farm laws r in favour of farmers than why farmers… https://t.co/2FOmQWo31F
994,Wirksworth Farmers Market. First Saturday of the month - except January. Promoting local producers making and farmi… https://t.co/V3Snzk6fkV
995,#JumlebaazShah Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of th… https://t.co/gTahWflxdx
996,"@kumargaurav82 @MihirkJha @harbhajan_singh @narendramodi @PMOIndia and you are abaolutely right, 90 percent of them… https://t.co/MADYu0H1oq"
997,Bengal should not forget that it is the same @AmitShah who has continued to betray the farmers of the country with… https://t.co/S5w8lyDTv4
998,@narendramodi shame on u arrogant shameless PM Modi n Bjp-rss! If farm laws r in favour of farmers than why farmers… https://t.co/npWdo6VyRB
999,"@Sandeep067 Arhtiyas (commission agents) of Punjab admits supporting Farmers Protest.
Arhtiyas are supporting Farme… https://t.co/YiGrWf6LDk"
